,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,property_type,room_type,bedrooms,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,price,price_avg,price_std,beds,accommodates,reviews_per_month,availability_60,availability_90,availability_365,revenue,booking_rate,bathrooms_text,price_per_person,accom_per_bed,price_surge_percent,price_std_percent
23,"Asheville, NC",within a day,100.0,58.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Asheville, North Carolina, United States",Entire home,Entire home/apt,3.0,2,28,t,0,124,6,0,4.72,4.89,4.74,4.94,4.96,4.83,4.74,f,198.0,198.0,0.0,4.0,6.0,1.08,2,3,200,108.4931506849315,54.794520547945204,1.5 baths,33.0,1.5,0.0,0.0
24,"Asheville, NC",within a day,80.0,85.0,t,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Private room in home,Private room,1.0,2,1125,t,28,188,36,3,4.7,4.74,4.34,4.92,4.93,4.86,4.74,f,74.7068493150685,74.7068493150685,15.573261185346247,1.0,2.0,1.68,55,85,360,73.46575342465754,98.63013698630137,1 private bath,37.35342465753425,2.0,0.0,20.845827829878903
25,"Asheville, NC",within an hour,100.0,99.0,t,Morningside Park,4,"['email', 'phone', 'work_email']",t,"Asheville, North Carolina, United States",Entire guest suite,Entire home/apt,1.9456140350877194,3,30,t,10,844,105,10,4.87,4.83,4.88,4.95,4.94,4.91,4.8,t,105.96712328767123,105.96712328767123,0.31275749590043816,1.0,2.0,7.75,14,39,311,90.28493150684932,85.2054794520548,1 bath,52.983561643835614,2.0,0.0,0.2951457831419927
26,"Asheville, NC",within an hour,100.0,92.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Asheville, North Carolina, United States",Entire home,Entire home/apt,2.0,2,30,t,13,28,12,2,4.82,5.0,4.89,4.96,4.93,4.79,4.82,t,134.25753424657535,134.25753424657535,16.272051122999546,2.0,4.0,0.25,31,61,263,96.54794520547945,72.05479452054794,1 bath,33.56438356164384,2.0,0.0,12.12002828319083
27,"Asheville, NC",within an hour,100.0,100.0,t,host neighbourhood not available,2,"['email', 'phone', 'work_email']",t,"Asheville, North Carolina, United States",Private room in home,Private room,1.0,3,10,t,5,603,50,4,4.94,4.96,4.99,4.99,4.95,4.91,4.9,f,81.13424657534246,81.13424657534246,4.97201562091653,1.0,2.0,5.21,24,54,140,31.002739726027396,38.35616438356164,1 private bath,40.56712328767123,2.0,0.0,6.128134333877671
28,"Asheville, NC",within a day,100.0,77.0,f,host neighbourhood not available,2,"['email', 'phone', 'work_email']",f,neighbourhood not available,Entire home,Entire home/apt,3.0,3,365,t,7,156,22,1,4.68,4.82,4.77,4.8,4.67,4.87,4.59,f,259.3150684931507,259.3150684931507,14.551799020544049,3.0,4.0,1.38,16,46,307,217.3972602739726,84.10958904109589,1.5 baths,64.82876712328768,1.3333333333333333,0.0,5.611628782354545
29,"Asheville, NC",response not available,99.02755326965466,95.76526315789474,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,30,t,0,163,0,0,4.96,4.96,4.99,4.99,4.99,4.84,4.93,f,150.6986301369863,150.6986301369863,9.040028401666417,1.0,2.0,1.42,0,1,257,106.04109589041096,70.41095890410959,1 bath,75.34931506849315,2.0,0.0,5.998746235084523
30,"Asheville, NC",response not available,99.02755326965466,100.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Asheville, North Carolina, United States",Entire guesthouse,Entire home/apt,1.0,30,1125,t,0,76,1,0,4.96,4.96,5.0,4.97,4.99,4.95,4.89,f,130.0,130.0,0.0,1.0,2.0,0.67,0,10,285,101.5068493150685,78.08219178082192,1 bath,65.0,2.0,0.0,0.0
31,"Asheville, NC",within an hour,100.0,100.0,t,host neighbourhood not available,2,"['email', 'phone']",t,"Asheville, North Carolina, United States",Tiny home,Entire home/apt,1.0,2,28,t,3,246,22,1,4.99,4.99,4.99,5.0,4.99,4.95,4.97,t,104.97260273972603,104.97260273972603,15.820049702916231,1.0,2.0,2.19,4,23,275,78.86301369863014,75.34246575342466,1.5 baths,52.486301369863014,2.0,0.0,15.07064633058704
32,"Asheville, NC",within an hour,100.0,99.0,t,host neighbourhood not available,2,"['email', 'phone']",t,"Asheville, North Carolina, United States",Entire cottage,Entire home/apt,1.0,2,30,t,8,617,71,8,4.99,4.98,5.0,5.0,5.0,4.98,4.96,f,186.6931506849315,186.6931506849315,34.74837465076732,2.0,4.0,5.39,16,46,321,164.26027397260273,87.94520547945206,1 bath,46.67328767123288,2.0,0.0,18.61255998052635
