,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,property_type,room_type,bedrooms,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,price,price_avg,price_std,beds,accommodates,reviews_per_month,availability_60,availability_90,availability_365,revenue,booking_rate,bathrooms_text,price_per_person,accom_per_bed,price_surge_percent,price_std_percent
44,"Antwerp, Flanders, Belgium",within a day,50.0,78.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Private room in home,Private room,1.0,1,1125,t,0,124,11,0,4.44,4.45,4.34,4.77,4.7,4.39,4.42,f,37.13972602739726,37.13972602739726,1.8080056803332822,5.0,5.0,1.45,0,19,294,29.91780821917808,80.54794520547945,2 shared baths,7.4279452054794515,1.0,0.0,4.868117979652169
45,"Herentals, Flanders, Belgium",within an hour,100.0,77.0,f,host neighbourhood not available,3,"['email', 'phone']",t,"Antwerp, Flanders, Belgium",Entire townhouse,Entire home/apt,3.0,7,1125,t,7,175,1,0,4.67,4.73,4.73,4.88,4.84,4.25,4.59,f,140.0,140.0,0.0,6.0,6.0,1.8,8,10,41,15.726027397260275,11.232876712328768,1 bath,23.333333333333332,1.0,0.0,0.0
46,"Antwerp, Flanders, Belgium",within a day,100.0,17.0,f,host neighbourhood not available,1,"['email', 'phone']",f,"Antwerp, Flanders, Belgium",Entire home,Entire home/apt,3.0,3,25,t,0,11,1,0,5.0,5.0,5.0,5.0,4.91,4.82,5.0,f,230.0,230.0,0.0,4.0,7.0,0.12,0,0,186,117.20547945205479,50.95890410958904,2 baths,32.857142857142854,1.75,0.0,0.0
47,"Antwerp, Flanders, Belgium",within a day,100.0,50.0,t,host neighbourhood not available,1,"['email', 'phone', 'work_email']",t,"Antwerp, Flanders, Belgium",Entire rental unit,Entire home/apt,1.0,30,1125,t,0,42,3,0,4.76,4.9,4.71,4.98,4.9,4.8,4.7,f,70.02191780821917,70.02191780821917,0.24486292158840703,1.0,2.0,0.5,26,56,331,63.487671232876714,90.68493150684932,1 bath,35.010958904109586,2.0,0.0,0.3496946802557656
48,"Antwerp, Flanders, Belgium",response not available,94.61366245694605,85.33922829581994,f,host neighbourhood not available,1,"['email', 'phone', 'work_email']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,20,1125,t,0,11,0,0,4.7,5.0,4.7,5.0,4.9,4.7,4.3,f,39.96986301369863,39.96986301369863,12.027745910372406,1.0,2.0,0.11,0,0,233,25.676712328767124,63.83561643835617,1 bath,19.984931506849314,2.0,0.0,30.092036858495636
49,"Middelburg, Zeeland, Netherlands",within a day,50.0,40.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,2.0,2,30,t,0,77,0,0,4.49,4.71,4.49,4.73,4.86,4.86,4.51,t,95.0,95.0,0.0,3.0,5.0,0.83,20,50,325,84.58904109589041,89.04109589041096,1 bath,19.0,1.6666666666666667,0.0,0.0
50,"Antwerp, Flanders, Belgium",within a few hours,100.0,64.0,f,host neighbourhood not available,1,"['email', 'phone']",f,"Antwerp, Flanders, Belgium",Entire rental unit,Entire home/apt,2.0,2,1125,t,10,30,6,0,5.0,4.89,4.89,5.0,5.0,4.96,4.74,f,180.0,180.0,0.0,2.0,4.0,0.32,29,29,302,148.93150684931507,82.73972602739727,1 bath,45.0,2.0,0.0,0.0
51,"Antwerp, Flanders, Belgium",within a few hours,100.0,77.0,f,host neighbourhood not available,3,"['email', 'phone', 'work_email']",f,"Antwerp, Flanders, Belgium",Private room in bed and breakfast,Private room,1.0,1,7,t,8,29,7,1,4.93,4.93,4.89,4.93,4.93,4.82,4.75,f,80.0,80.0,0.0,1.0,2.0,0.33,18,45,135,29.589041095890412,36.986301369863014,1 private bath,40.0,2.0,0.0,0.0
52,"Antwerp, Flanders, Belgium",within a day,100.0,92.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerp, Flanders, Belgium",Entire rental unit,Entire home/apt,1.0,14,60,t,0,156,10,2,4.22,4.41,4.16,4.59,4.6,4.29,4.29,f,51.07397260273972,51.07397260273972,1.3778095568951207,1.0,2.0,1.65,6,15,278,39.136986301369866,76.16438356164383,1.5 baths,25.53698630136986,2.0,0.0,2.6976745427889663
53,BE,response not available,94.61366245694605,0.0,f,host neighbourhood not available,1,"['email', 'phone']",f,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,2,1125,t,0,17,0,0,4.59,4.94,4.94,4.88,4.76,4.12,4.59,f,58.0,58.0,0.0,2.0,3.0,0.18,0,0,64,10.169863013698631,17.534246575342465,1 bath,19.333333333333332,1.5,0.0,0.0
