
amsterdam,revenue,70.91903450851969,208.6810225164362
amsterdam,booking_rate,24.570877583332614,39.801378441447866
antwerp,revenue,71.4860925191556,164.42551556601757
antwerp,booking_rate,50.67103747318804,61.92263005383846
berlin,revenue,30.174933497414052,161.76960627294207
berlin,booking_rate,21.730152554146876,38.26613072104737
columbus,revenue,99.09060390729748,147.73955325839665
columbus,booking_rate,52.202951020844274,62.515425361289935
florence,revenue,81.69743181765436,311.1463563620247
florence,booking_rate,43.199441102444396,54.08080214601405
amsterdam,revenue,70.91903450851969,208.6810225164362
amsterdam,booking_rate,24.570877583332614,39.801378441447866
chicago,revenue,122.0384487733688,231.10409986291748
chicago,booking_rate,55.094147378762756,65.73773826868076
columbus,revenue,99.09060390729748,147.73955325839665
columbus,booking_rate,52.202951020844274,62.515425361289935
barcelona,revenue,98.60559335028643,280.72448833024265
barcelona,booking_rate,46.58578054293648,58.50230246573185
denver,revenue,100.00040389430539,187.4403400128305
denver,booking_rate,40.46714487661965,50.80834615236843
